name,ranked,genre,theme,status,episodes,duration,start_date,end_date,favorites
Haikyuu!! Movie 3: Sainou to Sense,Ranked #429,,"SchoolSchool,",Finished,1,1,"['Sep15', '2017']",[''],93
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Ranked #430,"AdventureAdventure,",Adult,Finished,1,1,"['Dec1', '2003']",[''],918
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,Ranked #431,"ActionAction,",,Finished,12,24,"['Sep1', '2022']",[''],831
Katekyo Hitman Reborn!,Ranked #432,"ActionAction,",Organized,Finished,203,24,"['Oct7', '2006']","['Sep25', '2010']",15.780
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Ranked #433,"ActionAction,",,Finished,1,2,"['Jul14', '2012']",[''],190
Mahoutsukai no Yome Season 2,Ranked #413,"DramaDrama,",,Currently,12,24,"['Apr6', '2023']",['?'],597
Princess Tutu,Ranked #434,"ComedyComedy,",Mahou,Finished,38,16,"['Aug16', '2002']","['May23', '2003']",4.734
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,Ranked #435,"ActionAction,",,Finished,1,1,"['Aug25', '2012']",[''],83
Toki wo Kakeru Shoujo,Ranked #436,Award,"SchoolSchool,",Finished,1,1,"['Jul15', '2006']",[''],5.735
Boku no Hero Academia 2nd Season,Ranked #437,,"SchoolSchool,",Finished,25,23,"['Apr1', '2017']","['Sep30', '2017']",17.150
Detective Conan Movie 05: Countdown to Heaven,Ranked #438,"AdventureAdventure,",,Finished,1,1,"['Apr21', '2001']",[''],53
Detective Conan Movie 14: The Lost Ship in the Sky,Ranked #439,"ActionAction,",,Finished,1,1,"['Apr17', '2010']",[''],57
Ginga Eiyuu Densetsu Gaiden,Ranked #440,"ActionAction,","MilitaryMilitary,",Finished,24,26,"['Feb9', '1998']","['Sep26', '1998']",68
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Ranked #441,"ActionAction,",Gag,Finished,1,24,"['Apr3', '2015']",[''],69
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,Ranked #442,"ActionAction,","MechaMecha,",Finished,13,25,"['Apr29', '2019']","['Aug12', '2019']",98
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Ranked #443,"ComedyComedy,",,Finished,1,1,"['Jan6', '2018']",[''],1.522
Detroit Metal City,Ranked #444,,Gag,Finished,12,14,"['Aug8', '2008']","['Oct28', '2008']",3.215
Diamond no Ace,Ranked #445,,"SchoolSchool,",Finished,75,24,"['Oct6', '2013']","['Mar29', '2015']",4.456
Durarara!!,Ranked #446,"ActionAction,",,Finished,24,24,"['Jan8', '2010']","['Jun25', '2010']",29.695
Fullmetal Alchemist,Ranked #447,"ActionAction,",,Finished,51,24,"['Oct4', '2003']","['Oct2', '2004']",25.369
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Ranked #448,"ActionAction,",Gag,Finished,1,12,"['Nov3', '2015']",[''],34
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ranked #449,,"IsekaiIsekai,",Finished,12,23,"['Apr5', '2020']","['Jun21', '2020']",766
Kaze Tachinu,Ranked #450,Award,,Finished,1,2,"['Jul20', '2013']",[''],3.009
Kidou Senshi Gundam 00,Ranked #451,"ActionAction,","MechaMecha,",Finished,25,24,"['Oct6', '2007']","['Mar29', '2008']",4.388
Kono Subarashii Sekai ni Shukufuku wo!,Ranked #452,"AdventureAdventure,","IsekaiIsekai,",Finished,10,23,"['Jan14', '2016']","['Mar17', '2016']",43.179
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Ranked #453,Award,Adult,Finished,1,1,"['Sep1', '2006']",[''],239
Kuragehime,Ranked #454,,"CrossdressingCrossdressing,",Finished,11,22,"['Oct15', '2010']","['Dec31', '2010']",4.433
Mahoutsukai no Yome: Hoshi Matsu Hito,Ranked #455,"DramaDrama,",,Finished,3,23,"['Sep10', '2016']","['Sep9', '2017']",699
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,Ranked #456,"ComedyComedy,",Gag,Finished,6,22,"['Dec30', '2019']",[''],434
Tamayura: Sotsugyou Shashin Part 4 - Ashita,Ranked #457,"ComedyComedy,","CGDCTCGDCT,",Finished,1,57,"['Apr2', '2016']",[''],75
Kuroko no Basket: Saikou no Present desu,Ranked #458,,"SchoolSchool,",Finished,1,23,"['Dec24', '2015']",[''],198
Mirai Shounen Conan,Ranked #459,"AdventureAdventure,",,Finished,26,29,"['Apr4', '1978']","['Oct31', '1978']",552
Overlord IV,Ranked #460,"ActionAction,",,Finished,13,23,"['Jul5', '2022']","['Sep27', '2022']",6.566
Akatsuki no Yona OVA,Ranked #461,"ActionAction,",,Finished,3,23,"['Sep18', '2015']","['Dec20', '2016']",359
Baccano! Specials,Ranked #462,"ActionAction,","HistoricalHistorical,",Finished,3,28,"['Feb27', '2008']","['May28', '2008']",299
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Ranked #463,"ActionAction,",,Finished,24,24,"['Apr5', '2014']","['Sep13', '2014']",20.890
Kidou Senshi Gundam Unicorn,Ranked #464,"ActionAction,","MechaMecha,",Finished,7,1,"['Mar12', '2010']","['Jun6', '2014']",1.539
Tsubasa: Shunraiki,Ranked #465,"ActionAction,",,Finished,2,29,"['Mar17', '2009']","['May15', '2009']",251
Tsukimonogatari,Ranked #466,"ComedyComedy,",,Finished,4,26,"['Dec31', '2014']",[''],941
Zankyou no Terror,Ranked #467,"MysteryMystery,",,Finished,11,22,"['Jul11', '2014']","['Sep26', '2014']",21.323
Tonikaku Kawaii: SNS,Ranked #468,"ComedyComedy,",,Finished,1,23,"['Aug18', '2021']",[''],714
Toradora!,Ranked #469,"DramaDrama,",Love,Finished,25,23,"['Oct2', '2008']","['Mar26', '2009']",55.363
Uchouten Kazoku 2,Ranked #470,"ComedyComedy,",,Finished,12,23,"['Apr9', '2017']","['Jun25', '2017']",299
"Komi-san wa, Comyushou desu. 2nd Season",Ranked #471,,Romantic,Finished,12,23,"['Apr7', '2022']","['Jun23', '2022']",3.681
No Game No Life,Ranked #472,"ComedyComedy,","IsekaiIsekai,",Finished,12,23,"['Apr9', '2014']","['Jun25', '2014']",47.272
One Piece Film: Strong World,Ranked #473,"ActionAction,",,Finished,1,1,"['Dec12', '2009']",[''],447
Romantic Killer,Ranked #474,"ComedyComedy,","ParodyParody,",Finished,12,26,"['Oct27', '2022']",[''],1.988
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Ranked #475,"ActionAction,",Martial,Finished,13,24,"['Feb23', '2011']","['Jul20', '2011']",309
Sakura-sou no Pet na Kanojo,Ranked #476,"DramaDrama,","SchoolSchool,",Finished,24,23,"['Oct9', '2012']","['Mar26', '2013']",26.029
Shokugeki no Souma: Ni no Sara,Ranked #477,"GourmetGourmet,",,Finished,13,24,"['Jul2', '2016']","['Sep24', '2016']",3.052
Stand By Me Doraemon,Ranked #478,"ComedyComedy,",,Finished,1,1,"['Aug8', '2014']",[''],201
Ansatsu Kyoushitsu,Ranked #479,"ActionAction,",,Finished,22,23,"['Jan10', '2015']","['Jun20', '2015']",28.457
Gin no Saji,Ranked #480,,,Finished,11,23,"['Jul12', '2013']","['Sep20', '2013']",2.807
Hajime no Ippo: Boxer no Kobushi,Ranked #481,,,Finished,1,23,"['Mar21', '2003']",[''],68
Initial D Fifth Stage,Ranked #482,"ActionAction,",,Finished,14,27,"['Nov4', '2012']","['May10', '2013']",708
Kamisama Hajimemashita,Ranked #483,"ComedyComedy,",,Finished,13,24,"['Oct2', '2012']","['Dec25', '2012']",14.214
Kanata no Astra,Ranked #484,"AdventureAdventure,","SpaceSpace,",Finished,12,28,"['Jul3', '2019']","['Sep18', '2019']",3.015
5-toubun no Hanayome ∬,Ranked #485,"ComedyComedy,","HaremHarem,",Finished,12,24,"['Jan8', '2021']","['Mar26', '2021']",11.251
Fumetsu no Anata e Season 2,Ranked #486,"AdventureAdventure,",,Finished,20,25,"['Oct23', '2022']","['Mar12', '2023']",1.364
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Ranked #487,"ActionAction,",Adult,Finished,1,1,"['Dec18', '1993']",[''],55
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Ranked #488,"ActionAction,","HistoricalHistorical,",Finished,1,32,"['Sep24', '2005']",[''],71
Hikaru no Go,Ranked #489,"ComedyComedy,","SchoolSchool,",Finished,75,23,"['Oct10', '2001']","['Mar26', '2003']",2.320
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ranked #490,,"IsekaiIsekai,",Finished,10,23,"['Apr12', '2022']","['Jun14', '2022']",827
Hyouka,Ranked #491,"MysteryMystery,",,Finished,22,25,"['Apr23', '2012']","['Sep17', '2012']",26.116
Kidou Senshi Gundam 00 Second Season,Ranked #492,"ActionAction,","MechaMecha,",Finished,25,24,"['Oct5', '2008']","['Mar29', '2009']",1.354
Tsurune: Tsunagari no Issha,Ranked #493,,,Finished,13,23,"['Jan5', '2023']","['Mar30', '2023']",286
Kuroko no Basket Movie 4: Last Game,Ranked #494,,"SchoolSchool,",Finished,1,1,"['Mar18', '2017']",[''],1.015
Serial Experiments Lain,Ranked #495,Avant,,Finished,13,23,"['Jul6', '1998']","['Sep28', '1998']",25.019
Skip Beat!,Ranked #496,"ComedyComedy,",Love,Finished,25,24,"['Oct6', '2008']","['Mar30', '2009']",5.088
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,Ranked #497,"ActionAction,",Adult,Finished,1,2,"['Sep23', '2005']",[''],55
Kuroko no Basket,Ranked #498,,"SchoolSchool,",Finished,25,24,"['Apr8', '2012']","['Sep22', '2012']",20.581
Kuroshitsuji: Book of Circus,Ranked #499,"ActionAction,","HistoricalHistorical,",Finished,10,24,"['Jul11', '2014']","['Sep12', '2014']",3.482
Darker than Black: Kuro no Keiyakusha,Ranked #501,"ActionAction,",,Finished,25,24,"['Apr6', '2007']","['Sep28', '2007']",16.342
